procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1016604 296572 79020 1116164   0    0   257    50    0  692  7  6 87  0
 7  0 1016568 252364 79044 1116248   0    0     0   516    0 11174 17 13 70 0
 0  0 1016568 251852 79044 1116248   0    0     0     0    0 2876  5  5 90  0
 1  0 1016568 249760 79052 1116292   0    0     0   108    0 5191 15  9 76  0
10  0 1016568 249604 79052 1116240   0    0     0     0    0 1971  3  4 93  0
 0  0 1016568 248396 79060 1116264   0    0     0   120    0 4898 13  9 79  0
 1  0 1016568 248244 79068 1116272   0    0     0   384    0 3884  9  7 84  0
 0  0 1016568 246540 79076 1116316   0    0     0   112    0 4747  9  8 84  0
 0  0 1016564 235720 79136 1116272   0    0     0   672    0 6230 19  9 71  0
 1  0 1016564 235140 79160 1116280   0    0     0   276    0 2535  6  5 89  0
 0  0 1016564 233908 79168 1116324   0    0     0   128    0 6043 15 11 74  0
 2  0 1016504 240868 79192 1116088   0    0     0   920    0 3910 12  7 81  0
 4  0 1016488 240252 79192 1116008   0    0     0    16    0 3876  8  7 85  0
 5  0 1016476 239520 79200 1116044   0    0     0   124    0 5388 14  9 76  0
 0  0 1016476 239428 79200 1116000   0    0     0     0    0 2008  4  4 93  0
 0  0 1016456 238080 79204 1116036   0    0     0   104    0 6108 14 11 74  0
 3  0 1016456 237808 79204 1116072   0    0     0   472    0 2509  8  5 87  0
