procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1187296 260424 82784 1091764   0    0   365    54    0  662  7  6 87  0
12  0 1187288 218564 82816 1092096   0    0     0   784    0 10987 17 14 68 0
 0  0 1187448 202940 82992 1092240   0    0     0   828    0 8659  9 10 80  0
 8  1 1187448 201452 82996 1092252   0    0     0    48    0 8667 14 11 76  0
 2  0 1187448 200888 83016 1092704   0    0     0  1120    0 2237  3  3 93  0
 0  0 1187448 200912 83032 1091524   0    0     4   556    0 11338 17 14 69 0
12  0 1187532 207864 83032 1091516   0    0     0     0    0 3779  8  5 87  0
 3  0 1187528 207380 83296 1091528   0    0     0  1708    0 6048  8  7 84  1
 3  0 1187492 206804 83320 1091804   0    0     0   576    0 12043 18 12 70 0
 0  0 1187492 206872 83328 1091864   0    0     0    60    0 2842  5  5 90  0
 0  0 1187492 199912 83352 1092140   0    0     0   596    0 9384 19 12 69  0
 6  0 1187492 198836 83376 1092756   0    0     0  1136    0 4888 11  5 84  0
 0  0 1187488 197620 83656 1092716   0    0     0  1172    0 10704 11 11 77 1
 1  0 1187484 197564 83672 1091580   0    0     0   668    0 7060 14  9 77  0
 6  0 1187484 200224 83680 1091492   0    0     0    96    0 2286  9  4 87  0
 0  0 1187468 198772 83704 1091504   0    0     0   592    0 12337 17 14 69 0
 8  0 1185012 205180 83704 1091700   0    0   164     0    0 8702 13 10 78  0
