procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1063552 264304 146808 1088864  0    0   319    55    0  689  7  6 87  0
 9  0 1063552 224680 146820 1087684  0    0     0   752    0 9200 18 12 70  0
 0  0 1063552 220868 146808 1087528  0    0     0    28    0 6753 11  9 80  0
 7  0 1063552 219752 146908 1087536  0    0     0  1492    0 7837 14 10 76  1
 3  0 1063552 219372 146908 1087536  0    0     0     0    0 1947  4  4 91  0
 0  0 1063552 218668 146912 1087852  0    0     0   552    0 11712 16 13 70 0
 6  0 1063552 217940 146912 1087860  0    0     0     0    0 7931 12  7 80  0
 0  0 1063552 217244 146920 1088308  0    0     0   568    0 4407  7  6 87  0
 1  0 1063552 216388 146980 1088764  0    0     0  2476    1 12973 18 15 66 1
 3  0 1062572 212344 146980 1089748  0    0   972     0    0 2855  6  7 87  0
 2  0 1062572 224000 146980 1088472  0    0     0   552    0 7714 13 10 77  0
 1  0 1062572 223132 146980 1088472  0    0     0   620    0 6788 13  7 80  0
 0  0 1062568 223628 146980 1088464  0    0     0     0    0 5541  8  7 86  0
 2  0 1062568 222472 147036 1088892  0    0     0  1748    0 10962 14 13 71 1
 6  0 1062568 221860 147036 1088892  0    0     0     0    0 2214  6  5 90  0
 0  0 1062568 221024 147040 1089332  0    0     0   552    0 11877 17 14 69 0
 7  0 1062568 220516 147040 1089340  0    0     0     0    0 6556 11  7 82  0
