procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1063556 262080 146532 1088864  0    0   319    55    0  689  7  6 87  0
 0  0 1063552 220056 146536 1088904  0    0     0   156    0 14181 15 14 71 0
 0  0 1063552 219544 146636 1088904  0    0     0  1712    0 13013 13 11 75 1
 1  0 1063552 228332 146636 1088904  0    0     0     0    0 6452 12  7 81  0
 2  0 1063552 231480 146636 1088904  0    0     0    56    0 15810 16 12 72 0
 2  0 1063552 231308 146636 1088904  0    0     0     0    0 2954  5  5 90  0
 0  0 1063552 231636 146636 1088904  0    0     0     0    0 9331 10  8 82  0
 4  0 1063552 231632 146652 1088900  0    0     0   348    0 1510  3  3 94  0
 6  0 1063552 230904 146652 1088904  0    0     0  3608    0 16623 15 14 68 2
 4  0 1063552 230904 146652 1088904  0    0     0     0    0 5048  6  6 88  0
 1  0 1063552 231080 146652 1088904  0    0     0     0    0 3855  6  4 90  0
 0  0 1063552 230876 146652 1088904  0    0     0     0    0  569  1  1 98  0
