procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1079472 314204 140420 1050688  0    0   327    55    0  684  7  6 87  0
 0  0 1079464 272292 140424 1050732  0    0     0  1024    0 14662 14 14 71 0
 0  0 1079464 271756 140424 1050732  0    0     0     0    0 9254  9  9 83  0
 5  0 1079464 271316 140424 1050732  0    0     0     0    0 7617 10  7 83  0
 0  0 1079444 270952 140424 1050732  0    0     0     0    0 9877 11  9 80  0
 6  0 1079444 273636 140424 1050732  0    0     0     0    0 3350  6  4 89  0
 3  1 1079444 289756 140504 1050652  0    0     0  2152    0 15699 15 13 71 1
 2  0 1079440 289516 140520 1050732  0    0     0  2376    0 3722  4  6 88  2
 4  0 1079440 302856 140520 1050732  0    0     0     0    0 15126 22 13 66 0
 2  0 1079440 303096 140520 1050732  0    0     0     0    0 2784  4  4 92  0
 1  0 1079440 320672 140520 1050732  0    0     0     0    0 15029 13 13 74 0
 1  1 1079440 320576 140580 1050712  0    0     0   768    0 6266  7  6 86  0
