procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 156852  48744   4488 685008    2   18   947    95    0  532  5  4 90  1
 5  0 156852  36220   4488 685008    0    0     0     0    0 5683 19  7 74  0
 2  0 156852  36656   4496 685024    0    0     0    72    0 12544 21 5 73  0
 4  0 156852  36596   4496 685024    0    0     0    16    0 6992 11  4 85  0
 1  0 156852  36504   4496 685028    0    0     0     0    0 12995 21 7 72  0
 1  0 156852  36004   4496 685028    0    0     0     0    0 9762 19  6 75  0
 1  0 156852  32816   4496 685056    0    0    24     0    1 12379 23 7 70  0
 2  0 156852  32924   4504 685044    0    0     0    48    0 10043 17 6 76  0
 1  0 156852  33124   4504 685056    0    0     0   112    0 12650 22 8 70  0
 2  0 156852  33104   4504 685056    0    0     0     0    0 7762 14  6 80  0
 1  0 156852  33408   4504 685060    0    0     0     0    0 11824 23 7 70  0
 2  0 156852  33172   4504 685060    0    0     0     0    0 7363 12  5 82  0
