procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 1079236 358764 142096 1049416  0    0   324    55    0  686  7  6 87  0
11  0 1079236 315568 142100 1049452  0    0     0  1312    0 13105 15 12 72 0
 0  0 1079028 295792 142100 1049328  0    0     0     0    0 7215 15 10 75  0
 2  0 1078972 295172 142108 1049660  0    0     0   556    0 8108 14 10 76  0
10  0 1078968 294876 142108 1049660  0    0     0    60    0 2029  5  4 92  0
 0  0 1078852 293188 142112 1050100  0    0     0   592    0 10752 15 12 72 0
 3  0 1078852 293132 142152 1050108  0    0     0   828    0 4949 11  6 83  0
 0  0 1078848 292380 142156 1050556  0    0     0  1760    0 4211  8  6 85  0
 1  0 1078852 300616 142156 1049284  0    0     0   552    0 12438 18 14 68 0
 5  0 1078852 301656 142156 1049276  0    0     0     0    0 2114  5  3 92  0
 0  0 1078848 300264 142164 1049284  0    0     0   524    0 8553 12  9 80  0
 9  0 1078848 299208 142268 1049552  0    0     0  1260    0 8616 11  8 81  0
 0  0 1078848 299544 142296 1049600  0    0     0   744    0 9368 10  9 80  0
 1  0 1078848 298056 142308 1050056  0    0     0   560    0 7683 14 10 75  0
20  1 1077056 284900 142572 1072976  0    0 23208  1800    1 9837 13 11 75  1
 0  0 1071084 194716 143568 1099176  0    0 26936  4812    1 24976 25 21 52 2
 7  1 1071040 189608 143636 1099000  0    0     0  1768    0 10221 15 10 75 1
