procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 1187280 247104 78012 1091428   0    0   366    53    0  660  7  6 87  0
 5  0 1187264 204956 78180 1091468   0    0     0  1036    0 13097 15 14 70 0
 1  0 1187264 204832 78180 1091468   0    0     0     0    0 8844  9  8 83  0
 3  0 1187260 204212 78180 1091468   0    0     0     0    0 6157 10  7 84  0
 0  0 1187260 203992 78180 1091468   0    0     0     0    0 13434 13 12 75 0
 1  0 1187256 204088 78180 1091468   0    0     0     0    0 3447  6  4 90  0
 4  0 1187256 202484 78908 1091404   0    0     0  3884    1 18165 16 16 66 2
 9  0 1187256 201568 79108 1091684   0    0   212   996    0 5649  6  6 87  1
 2  0 1187256 200964 79116 1091684   0    0     0    56    0 15829 16 13 70 0
 1  0 1187256 194920 79116 1091684   0    0     0     0    0 5837  9  7 84  0
 4  0 1187336 203104 79124 1091684   0    0     0    64    0 13310 18 14 68 0
 0  1 1187336 202836 79436 1091648   0    0     0  1332    0 5377  6  6 87  1
