procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1000832 354708 79696 1116656   0    0   255    50    0  692  7  6 87  0
 4  0 1000772 311044 79720 1116720   0    0     0   364    0 10326 18 13 69 0
 0  0 1000772 310216 79720 1116740   0    0     0     0    0 2630  4  5 91  0
 2  0 1000772 319180 79728 1116744   0    0     0   148    0 5242 16 10 74  0
 3  0 1000772 312332 79728 1116740   0    0     0   312    0 3099 13  6 82  0
 0  0 1000772 311288 79736 1116760   0    0     0   156    0 4782 12  8 79  0
 5  0 1000768 311324 79736 1116764   0    0     0     0    0 3823 10  7 82  0
 0  0 1000712 309092 79740 1116808   0    0     0    80    0 3996  7  8 85  0
 0  0 1000396 308116 79772 1116764   0    0     0   388    0 6240 15 11 74  0
 1  0 1000396 307964 79772 1116780   0    0     0   316    0  989  2  2 96  0
 0  0 1000396 306964 79780 1116820   0    0     0   156    0 5779 13 11 76  0
 2  0 1000396 305424 79796 1116752   0    0     0   304    0 4206 11  8 81  0
 0  0 1000396 304984 79796 1116784   0    0     0     0    0 2655  6  5 89  0
 1  0 1000392 302788 79812 1116828   0    0     0   176    0 6540 14 12 74  0
 4  0 1000392 302164 79812 1116832   0    0     0   464    0 3164  6  6 88  0
 0  0 1000392 300472 79820 1116800   0    0     0   160    0 4825 12  9 79  0
 3  0 1000392 300256 79820 1116836   0    0     0     0    0 2776  9  6 86  0
