procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1007436 119624 87556 1244728   0    0   282    53    0  681  7  6 87  0
 3  0 1031204 132284 87580 1192120   0    0   400   444    0 11231 14 18 67 0
 0  0 1037796 147200 87600 1181628   0    0     8  1180    0 3169  5  6 89  0
 0  0 1037796 147984 87608 1181728   0    0    68    84    0 6436 16 10 75  0
 6  0 1037792 147940 87608 1181684   0    0     0     0    0 2110  6  4 89  0
 0  0 1037768 145400 87616 1181704   0    0     0   128    0 5597 12  8 80  0
 3  0 1037760 144496 87616 1181736   0    0     0     0    0 3943 11  8 81  0
 0  0 1037728 141496 87624 1182092   0    0   348   440    0 5717  9  9 82  0
 0  0 1037728 136480 87640 1182072   0    0     8   148    0 5965 13 11 76  0
11  0 1037720 135916 87640 1182072   0    0     0     0    0 2102  5  4 92  0
 3  0 1037636 144272 87648 1182756   0    0   652   104    0 6375 14 11 75  0
 5  0 1037616 143668 87680 1182744   0    0     0   436    0 3999 10  8 81  0
 2  0 1037596 136052 87680 1182744   0    0     0   316    0 3743  9  7 84  0
 7  0 1037536 133512 87688 1182844   0    0    68   160    0 7927 18 12 70  0
 3  0 1037496 157636 87688 1182860   0    0    60     0    0 3312  7  5 88  0
 1  0 1037496 155620 87696 1182884   0    0     0   120    0 5885 15 10 75  0
 3  0 1037496 155228 87696 1182912   0    0     0     0    0 4155 11  7 82  0
