procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1008540 170892 84180 1175292   0    0   284    53    0  679  7  6 87  0
 0  0 1008524 150848 84204 1175508   0    0    60   400    0 9958 19 14 67  0
 0  0 1008524 149692 84204 1175436   0    0     0     0    0 3398  6  6 88  0
 0  0 1008496 148640 84212 1175468   0    0     0   112    0 4988 13  9 79  0
 8  0 1008496 148408 84212 1175424   0    0     0     0    0 2294  4  5 91  0
 1  0 1008484 146436 84220 1175448   0    0     0   496    0 6430 14 11 75  0
 4  0 1008480 146120 84220 1175452   0    0     0     0    0 2457  8  5 88  0
 0  0 1008476 145008 84228 1175484   0    0     0   120    0 4950  9  7 84  0
 0  0 1008468 144060 84236 1175456   0    0     0    76    0 5503 13 10 76  0
 0  0 1008468 143860 84236 1175464   0    0     0     0    0 1010  2  2 96  0
 0  0 1008464 142860 84244 1175412   0    0     0   280    0 6361 15 12 73  0
 6  0 1008464 141296 84268 1175560   0    0     0   328    0 2975 10  6 84  0
 2  0 1008464 157360 84276 1175308   0    0     0    92    0 4177  7  7 85  0
 2  0 1008464 153728 84284 1175340   0    0     0   144    0 4614 12  9 79  0
 1  0 1008448 153588 84284 1175340   0    0     0     0    0 2516  4  5 91  0
 1  0 1008440 142600 84292 1175328   0    0     0   592    0 6854 15 12 73  0
 2  0 1008436 141576 84300 1175332   0    0     0    28    0 3171  8  6 86  0
