procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1061688 282732 147544 1086164  0    0   317    55    0  690  7  6 87  0
 6  0 1061688 238916 147600 1086236  0    0     0  1008    0 14512 15 14 71 0
 0  0 1061688 238144 147600 1086200  0    0     0     0    0 10752 10 10 80 0
 2  0 1061688 234808 147608 1086200  0    0     0   128    0 7009 11  7 82  0
 0  0 1061688 233712 147608 1086200  0    0     0    52    0 11192 12 10 79 0
 3  0 1061688 233276 147608 1086200  0    0     0     0    0 2878  6  5 89  0
 0  0 1061684 233176 147836 1086124  0    0     0  3788    1 16161 14 13 71 2
 1  0 1061684 231976 147852 1086200  0    0     0   904    0 3259  6  5 89  1
 0  0 1061684 231580 147852 1086200  0    0     0     0    0 13952 15 13 73 0
 1  0 1061684 231372 147852 1086200  0    0     0    76    0 3965  6  5 89  0
 2  0 1061684 231120 147852 1086200  0    0     0     0    0 13546 16 11 73 0
 2  0 1061684 230744 147936 1086132  0    0     0  1612    0 5047  6  7 87  1
