procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1052200 193204 152188 1206560  0    0   304    56    0  701  7  6 87  0
 1  0 1052172 127044 152188 1206572  0    0     0   244    0 14538 18 15 67 0
 0  0 1052172 126612 152188 1206584  0    0     0   116    0 4858  8  7 85  0
 0  0 1052172 130804 152192 1206580  0    0     0  1136    0 4196  6  5 88  1
 0  0 1052172 132840 152192 1206584  0    0     0     0    0 2888  7  4 88  0
 0  0 1052172 132704 152192 1206584  0    0     0     0    0 3066  7  5 88  0
 0  0 1052168 132364 152192 1206584  0    0     0     0    0 2735  5  5 90  0
 0  0 1052168 131444 152192 1206584  0    0     0     0    0 3374  7  6 87  0
 0  1 1052168 131376 152204 1206572  0    0     0   996    0 3200  6  4 89  1
 2  0 1052164 130924 152212 1206584  0    0     0   228    0 2359  5  4 91  0
 0  0 1052164 129912 152212 1206584  0    0     0     0    0 7778 13  9 78  0
 0  0 1052164 129852 152212 1206584  0    0     0     0    0 2935  5  5 90  0
 6  0 1052164 129956 152212 1206584  0    0     0     0    0 2359  4  5 91  0
 1  0 1052164 129292 152224 1206588  0    0     0  1116    0 5147  8  8 82  1
 0  0 1052164 129188 152224 1206588  0    0     0   136    0 2738  4  4 91  0
 0  0 1052160 128520 152224 1206588  0    0     0     0    0 3260  6  5 88  0
 0  0 1052160 129712 152224 1206592  0    0     0     0    0 2504  5  5 90  0
 1  0 1052160 129264 152224 1206592  0    0     0     0    0 2319  5  4 91  0
