procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1072352 276504 147776 1087060  0    0   312    56    0  695  7  6 87  0
 5  0 1072216 195780 147776 1089088  0    0  2132   244    0 15576 18 15 67 0
 0  0 1072216 195364 147776 1089228  0    0     0     0    0 4295  7  6 88  0
 1  0 1072216 194116 147776 1089228  0    0     0    68    0 3046  7  5 89  0
 0  0 1072216 195400 147792 1089228  0    0     0  1244    0 3646  7  6 86  1
 0  0 1072216 194992 147792 1089228  0    0     0    16    0 3071  6  6 88  0
 1  0 1072212 194800 147792 1089228  0    0     0     0    0 2914  6  5 90  0
 0  0 1072212 194584 147792 1089228  0    0     0     0    0 2642  5  4 90  0
 1  0 1072212 194072 147792 1089228  0    0     0    36    0 2976  6  5 88  0
 5  0 1072068 200272 147824 1089228  0    0     0  1256    0 4079  7  6 86  1
 1  0 1072056 199540 147824 1089228  0    0     0     0    0 2777  6  5 90  0
 6  0 1072056 199296 147824 1089228  0    0     0     0    0 3384  6  5 88  0
 2  0 1072032 199784 147824 1089232  0    0     0     0    0 6787 10  8 81  0
 0  0 1072032 199404 147824 1089232  0    0     0     0    0 3717  8  6 86  0
 1  0 1072028 199020 147824 1089236  0    0     0   804    0 3322  6  5 89  0
 2  0 1072028 198588 147860 1089236  0    0     0   552    0 2955  5  5 90  1
 2  0 1072024 198108 147864 1089240  0    0     0    60    0 3460  7  7 85  0
 9  0 1072024 197700 147864 1089240  0    0     0     0    0 2720  5  4 91  0
