procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1116644 398216 121208 1017488  0    0   346    54    0  674  7  6 87  0
 0  0 1116476 322212 121228 1017532  0    0     0   400    0 15702 19 15 65 0
 1  0 1116472 321768 121228 1017532  0    0     0     0    0 4652  7  7 86  0
 0  0 1116472 320900 121228 1017532  0    0     0     0    0 2353  6  4 90  0
 0  0 1116472 322388 121392 1017528  0    0     0  1024    0 3236  6  6 87  1
 1  0 1116468 322008 121392 1017532  0    0     0   120    0 3043  6  5 88  0
 1  0 1116464 319748 121392 1017532  0    0     0     0    0 2954  7  6 87  0
 1  0 1116372 335004 121396 1017532  0    0     0    68    0 3309 11  4 85  0
 6  0 1116372 334508 121400 1017532  0    0     0    64    0 4679  9  7 84  0
 9  0 1116372 334352 121400 1017532  0    0     0     0    0 2075  4  4 92  0
 1  0 1116372 334084 121464 1017532  0    0     0  1012    0 4063  8  6 86  1
 2  0 1116368 333332 121464 1017540  0    0     0     0    0 7331 12  9 79  0
 1  0 1116368 333240 121464 1017540  0    0     0     0    0 1815  4  4 93  0
 0  0 1116364 332984 121464 1017540  0    0     0     0    0 2324  5  4 91  0
 9  0 1116360 332656 121464 1017540  0    0     0     0    0 2704  6  5 89  0
 0  0 1116360 331748 121544 1017544  0    0     0  1244    0 3688  6  6 87  1
 0  0 1116360 331384 121544 1017544  0    0     0     0    0 2608  5  4 91  0
 0  0 1116360 331080 121544 1017544  0    0     0     0    0 2774  6  6 89  0
