procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1079528 316868 140136 1050688  0    0   327    55    0  684  7  6 87  0
 2  0 1079484 274892 140136 1050708  0    0     0   984    0 13985 14 13 73 0
 0  0 1079484 274840 140136 1050728  0    0     0     0    0 9887  9  9 82  0
 1  0 1079484 274356 140136 1050728  0    0     0     0    0 5813  8  5 87  0
 4  0 1079484 274144 140136 1050728  0    0     0     0    0 14344 15 11 74 0
 1  0 1079484 273948 140136 1050728  0    0     0     0    0 4259  8  5 88  0
 1  1 1079484 273656 140276 1050588  0    0     0  4220    1 17702 14 15 69 2
 0  0 1079484 275848 140276 1050688  0    0     0   980    0 3584  9  5 86  1
 1  0 1079484 275496 140276 1050728  0    0     0     0    0 12028 13 10 77 0
 2  0 1079484 275480 140276 1050728  0    0     0     0    0 1119  3  1 96  0
 2  0 1079484 274776 140276 1050728  0    0     0     0    0 13019 16 13 72 0
 1  0 1079476 274736 140292 1050728  0    0     0  1692    0 5573  7  7 85  1
