procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  1 1197200 245744 52316 1096920   0    0   376    53    0  653  6  6 87  0
 5  0 1197188 204600 52476 1097060   0    0   100   900    0 12858 16 15 69 1
11  0 1197180 204352 52476 1097060   0    0     0     0    0 10137 10 9 81  0
 4  0 1197160 202988 52484 1097060   0    0     0   148    0 7678 11  9 80  0
 1  0 1197148 202924 52484 1097060   0    0     0     0    0 12708 13 11 76 0
 4  0 1197136 202828 52484 1097060   0    0     0     0    0 4734  8  5 87  0
 5  1 1197128 201672 53244 1097044   0    0     0  3868    0 16685 13 14 70 2
 5  0 1197128 201376 53420 1097060   0    0     0   812    0 3869  5  5 90  1
 3  0 1197116 201240 53420 1097060   0    0     0     0    0 13191 14 12 74 0
 1  0 1197108 201068 53420 1097060   0    0     0     0    0 2401  3  3 93  0
 3  0 1197076 200448 53420 1097060   0    0     0     0    0 12835 13 13 75 0
 2  1 1197076 199944 53660 1097040   0    0     0  1052    0 5832  7  6 86  1
