procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1007660 211452 76820 1148756   0    0   262    51    0  690  7  6 87  0
 4  0 1007612 169540 76852 1148828   0    0    96   448    0 14152 16 16 68 0
 4  0 1007604 169652 76852 1148920   0    0     0     0    0 11497 17 14 69 0
 3  0 1007604 169976 76852 1148924   0    0     0     0    0 11212 17 16 68 0
 4  0 1007604 170084 76852 1148924   0    0     0     0    0 10893 16 15 69 0
 5  0 1007604 170104 76852 1148912   0    0     0     0    0 8368 13 12 75  0
 6  0 1007604 169628 76852 1148912   0    0     0   208    0 10867 16 15 70 0
 3  0 1007604 169324 76860 1148912   0    0     0    52    0 7916 13 12 75  0
 5  0 1007604 167528 76860 1148916   0    0     0     0    0 11041 16 15 68 0
 2  0 1007604 180740 76860 1148916   0    0     0     0    0 7461 16 11 73  0
 1  0 1007604 178704 76860 1148916   0    0     0     0    0 10886 17 15 68 0
 0  0 1007580 180688 76868 1148908   0    0     0   168    0 7771 13 11 76  0
