procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0 1202548 276540 65156 1089160   0    0   371    53    0  657  6  6 87  0
 8  0 1202528 238832 65216 1089656   0    0     4  1664    0 14462 22 13 64 1
 3  0 1202520 235672 65384 1089516   0    0     0   872    1 6598  7  9 83  0
 1  0 1202520 235912 65400 1088304   0    0     0   556    0 8674 15 11 74  1
 7  0 1202520 235984 65400 1088304   0    0     0     0    0 1825  4  4 92  0
 0  0 1202516 226980 65416 1088116   0    0     0   524    0 11187 16 14 70 0
 4  0 1202512 223556 65416 1087988   0    0     0     0    0 5993 11  7 82  0
 0  0 1202512 223920 65688 1088312   0    0     0  1704    0 5886  8  8 83  1
 2  0 1202504 222416 65712 1088860   0    0    92   552    0 11517 16 13 71 0
 2  0 1202504 222944 65712 1088852   0    0     0     0    0 2631  4  4 92  0
 0  0 1202496 221828 65736 1089308   0    0     0  1160    0 8067 14  9 77  0
 8  0 1202460 221036 65768 1087952   0    0     0   684    0 7866 12  9 79  0
 2  0 1202460 221892 66064 1087944   0    0     0  1444    0 6260  8  8 84  1
 0  1 1202460 220900 66072 1087944   0    0     0   492    0 8470 15 10 76  0
 1  0 1202456 220328 66080 1087952   0    0     0    44    0 2695  6  5 89  0
 2  0 1202456 219584 66104 1088224   0    0     0   552    0 11946 16 13 71 0
 4  0 1202432 219336 66112 1088228   0    0     0    60    0 3242  9  4 87  0
