procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1073328 133752 86648 1174160   0    0   276    52    0  683  7  6 87  0
 1  0 1088468 135752 86436 1158396   0    0  1024   976    1 11749 16 17 67 0
 2  0 1088464 135112 86444 1158596   0    0     0    88    0 3926  3  4 93  0
 1  0 1088064 134536 86444 1158596   0    0     0     0    0 1941  6  3 91  0
 3  0 1090972 179472 86412 1132296   0    0   112    96    0 5718 15  9 75  0
 2  0 1090604 172644 86412 1132544   0    0   112     0    0 8633 10 10 80  0
 2  0 1090576 172408 86428 1132384   0    0     0   816    0 2924  5  5 90  0
 3  0 1090572 171956 86428 1132412   0    0     0     0    0 5900 11 10 79  0
 4  0 1090496 167776 86428 1133468   0    0   108     0    0 3666  7  6 87  0
 1  0 1090484 166844 86456 1133776   0    0    72   200    0 5286 10  8 82  0
 2  0 1090484 165912 86456 1133780   0    0     0     0    0 5258 11  8 81  0
 8  0 1090468 165344 86468 1133768   0    0    32   668    0 2262  4  3 93  0
 0  0 1090468 164956 86468 1133940   0    0     0     0    0 3794  8  8 84  0
 3  0 1090432 164184 86468 1133988   0    0     0     0    0 5846 10  8 82  0
 9  0 1090432 163668 86468 1133968   0    0     0     0    0 2693  5  4 91  0
