procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 981980 332112  82912 1127436   0    0   249    49    0  693  7  6 87  0
 1  0 981960 274064  82928 1127784   0    0   452   268    0 12433 15 15 71 0
 1  0 981960 273436  82928 1127856   0    0     0     0    0 4853  6  7 87  0
 1  0 981960 272276  82928 1127856   0    0     0     0    0 2957  9  6 86  0
 1  0 981960 274620  82928 1128000   0    0   144     0    0 2816  8  5 87  0
 0  0 981960 274040  82928 1128000   0    0     0     0    0 3042  9  6 86  0
 6  0 981960 273952  82928 1128000   0    0     0   356    0 5364 10  7 83  0
 1  0 981960 273492  82936 1128000   0    0     0    60    0 2984  8  6 86  0
 0  0 981960 272604  82944 1128004   0    0     0   120    0 3331  9  7 84  0
 0  0 981960 272020  82944 1128008   0    0     0     0    0 3566  7  6 87  0
 8  0 981960 271196  82944 1128008   0    0     0     0    0 2758  9  6 85  0
11  0 981960 270708  82960 1128008   0    0     0   452    0 3405  9  7 84  0
 2  0 981960 268628  82968 1128008   0    0     0    28    0 4851  8  6 86  0
 1  0 981960 268536  82968 1128008   0    0     0     0    0 2920  8  7 85  0
 3  0 981952 267748  82968 1128008   0    0     0     0    0 2892  7  7 86  0
 0  0 981952 267180  82968 1128008   0    0     0     0    0 2774  8  6 86  0
 1  0 981952 306260  82984 1127968   0    0     0   292    0 2831  6  6 88  0
 3  0 981952 306184  82984 1127968   0    0     0    16    0 1266  3  3 94  0
