procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1035068 268828 74608 1112012   0    0   266    51    0  689  7  6 87  0
 5  0 1035048 210712 74624 1112132   0    0     0   288    0 13672 15 14 71 0
 1  0 1035048 210400 74624 1112064   0    0     0     0    0 4087  6  5 88  0
 3  0 1034980 233304 74624 1112068   0    0     4     0    0 3539 10  6 84  0
 5  0 1034980 235468 74624 1112068   0    0     0     0    0 3178 10  7 84  0
 2  0 1034980 234548 74632 1112068   0    0     0    72    0 2950  8  6 86  0
 4  0 1034980 233180 74632 1112068   0    0     0   288    0 4789  7  6 87  0
 0  0 1034980 235396 74632 1112068   0    0     0     0    0 4182 10  7 83  0
 6  0 1034976 238404 74648 1112064   0    0     0   236    0 3552 11  8 81  0
 8  0 1034976 237812 74648 1112072   0    0     0     0    0 3093  7  7 86  0
 1  0 1034976 237200 74648 1112072   0    0     0     0    0 3025  9  6 85  0
 3  0 1034976 236296 74664 1112056   0    0     0   468    0 2778  8  6 85  0
 0  0 1034972 233996 74664 1112072   0    0     0     0    0 6325  9  8 84  0
 2  0 1034972 232708 74664 1112072   0    0     0     0    0 2690  8  5 88  0
 0  0 1034972 224672 74664 1112072   0    0     0     0    0 3519 12  6 82  0
 5  0 1034972 224212 74664 1112072   0    0     0     0    0 2569  8  6 86  0
 0  0 1034972 262368 74680 1112056   0    0     0   308    0 3372  8  7 85  0
 0  0 1034972 262496 74680 1112032   0    0     0     0    0 1224  3  2 95  0
