procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 1187300 237672 80472 1091644   0    0   365    53    0  661  7  6 87  0
 2  0 1187268 218184 80648 1091520   0    0     0  1224    0 15175 16 13 70 1
 0  0 1187268 217940 80648 1091684   0    0     0     0    0 10947 10 8 81  0
 3  0 1187260 217276 80656 1091796   0    0   120    92    0 7130 12  9 79  0
 1  0 1187260 220664 80656 1091804   0    0     0     0    0 10381 10 9 80  0
 1  0 1187260 220512 80656 1091804   0    0     0     0    0 3206  7  5 89  0
 1  1 1187256 219812 80920 1091788   0    0     0  1260    0 16449 15 15 70 1
 3  0 1187248 219192 81680 1091620   0    0     0  3552    0 5919  6  8 84  2
 1  0 1187328 223676 81680 1091804   0    0     0     0    0 14586 15 13 72 0
 1  0 1187328 223676 81680 1091804   0    0     0     0    0 4524  6  5 89  0
 0  0 1187328 222956 81680 1091804   0    0     0     0    0 12349 16 12 72 0
 1  0 1187328 222836 81680 1091804   0    0     0     0    0 4104  5  5 90  0
