procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1116152 394000 123336 1017908  0    0   344    54    0  675  7  6 87  0
 3  0 1116148 353460 123340 1017948  0    0     0   996    0 16324 15 15 70 0
 0  0 1116148 352872 123340 1017948  0    0     0     0    0 10464 10 10 80 0
 3  0 1116144 351892 123340 1017948  0    0     0    68    0 8389 11  9 79  0
 3  0 1116144 351616 123340 1017948  0    0     0     0    0 12281 12 10 77 0
 3  0 1116080 351532 123340 1017948  0    0     0     0    0 4025  7  6 87  0
 1  0 1116080 351100 123408 1017928  0    0     0   800    0 6983  7  7 85  0
 1  0 1116080 350904 123592 1017936  0    0     0  4144    0 5161  6  8 82  3
 0  0 1116080 350740 123592 1017948  0    0     0     0    0 9668 11  9 80  0
 0  0 1116080 350812 123592 1017948  0    0     0     0    0 1132  2  2 96  0
 2  0 1116076 350524 123592 1017948  0    0     0     0    0 12536 15 11 74 0
 0  0 1116076 350564 123592 1017948  0    0     0     0    0 3589  4  4 92  0
