procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0 1069012 230700 146296 1088848  0    0   320    55    0  688  7  6 87  0
 8  0 1069012 231696 146296 1088836  0    0     0   156    0 21104 18 16 67 0
 0  0 1069012 231216 146296 1088836  0    0     0     0    0 4366  5  4 91  0
 2  0 1069012 230472 146352 1088836  0    0     0   940    1 7245  9  9 81  0
 6  0 1069012 230444 146352 1088836  0    0     0     0    0 10873 11 6 83  0
 3  0 1069012 230192 146352 1088840  0    0     0     0    0 5458  5  4 91  0
 0  0 1063592 222632 146352 1088844  0    0     0    80    0 8421 15  8 77  0
 4  0 1063592 222288 146352 1088844  0    0     0     0    0 10895 11 8 81  0
 3  0 1063592 222136 146352 1088844  0    0     0  1024    0 4950  4  5 90  1
 1  0 1063592 222600 146352 1088844  0    0     0    84    0 9070 10  9 81  0
 0  0 1063592 222368 146352 1088844  0    0     0     0    0 12081 10 9 81  0
 1  0 1063588 221932 146352 1088844  0    0     0     0    0 3663  5  6 89  0
 6  0 1063584 221608 146352 1088844  0    0     0     0    0 7554 10  7 83  0
 1  0 1063584 221544 146408 1088844  0    0     0   860    0 13237 11 10 79 0
 1  0 1063584 221792 146408 1088844  0    0     0     0    0 3745  4  3 92  0
