procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0 1053072 162848 151056 1203212  0    0   306    56    0  699  7  6 87  0
 3  0 1053056 129408 151060 1203316  0    0     4   160    0 21338 17 17 66 0
 6  0 1052876 120812 151060 1203320  0    0     0   128    0 3690 10  4 86  0
 1  0 1052844 154304 151060 1203320  0    0     0   208    0 8918 14  7 78  0
 5  0 1052800 154584 151060 1203320  0    0     0     0    0 13025 12 8 80  0
 6  0 1052800 154604 151060 1203324  0    0     0     0    0 3353  4  4 91  0
 1  0 1052800 154888 151088 1203296  0    0     0  1596    0 8457 10  8 81  1
 5  0 1052800 155628 151088 1203324  0    0     0     0    0 13805 11 10 79 0
 0  0 1052800 154848 151088 1203324  0    0     0   180    0 4390  6  6 89  0
 1  0 1052720 154256 151088 1203324  0    0     0     0    0 6981  9  9 81  0
 2  0 1052720 162844 151088 1203324  0    0     0     0    0 11829 12 9 79  0
 1  0 1052720 162908 151088 1203324  0    0     0  1368    0 3628  3  5 91  1
 1  0 1052720 162588 151088 1203324  0    0     0     0    0 7875  9  8 83  0
 0  0 1052712 162052 151088 1203324  0    0     0    60    0 17986 13 9 77  0
 1  0 1052712 161556 151088 1203324  0    0     0    28    0 3481  5  3 91  0
