procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 158452  48988   6380 659852    2   15   793    82    0  584  6  4 90  1
 8  0 158024  33832   6380 660960    8    0  1356   264    0 5358 16  8 75  2
 0  0 158024  32752   6396 660960    0    0     0   164    0 5079  7  7 86  0
 0  0 158048  34104   6396 659308    0   28     0    28    0 2771  5  3 92  0
 1  0 158048  33736   6396 659304    0    0     0     0    0 2701  4  2 93  0
 0  0 158048  33996   6404 659304    0    0     0    88    0 3150  4  3 93  0
 0  0 158032  36740   6420 659288    0    0     0   412    0 4601 10  4 87  0
 0  0 158032  36664   6420 659284    0    0     0     0    0 2927  5  3 92  0
 0  0 158032  36744   6420 659304    0    0     0     0    0 2761  4  3 94  0
 0  0 158032  37776   6420 659304    0    0     0     0    0 1965  3  2 95  0
 0  0 158032  36944   6492 659232    0    0     0   456    0 6128 11  7 82  0
 0  0 158032  37420   6528 659540    0    0   264   392    0 3541  3  3 93  1
 0  0 158032  37756   6528 659540    0    0     0     0    0 2844  4  1 94  0
 0  0 158032  37560   6536 659536    0    0     0   116    0 2495  3  2 95  0
 0  0 158032  39612   6536 659536    0    0     0     0    0 3241  6  3 92  0
 0  0 158032  39800   6536 659540    0    0     0     0    0 1998  3  2 96  0
 0  0 158032  39624   6536 659540    0    0     0   180    0 3387  7  3 91  0
 0  0 158084  42292   6536 656228    0   52     0   148    0 5159 12  6 81  0
 0  0 158084  42264   6536 656192    0    0     0     0    0 3133  6  3 92  0
 2  0 158084  41908   6536 656192    0    0     0     0    0 2776  4  2 93  0
