procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1250348 267356 112056 1027208  0    0   352    54    0  671  7  6 87  0
15  0 1250300 215852 112124 1027208  0    0     8   860    0 11657 13 12 74 0
 4  0 1262684 229712 112124 1014452  0    0     0    52    0 8155 10 10 80  0
 1  0 1262684 229504 112124 1014452  0    0     0   168    0 2333  5  4 91  0
 0  0 1262680 230828 112124 1014452  0    0     0     0    0 2866  7  5 88  0
 5  0 1262672 234604 112124 1014452  0    0     0     0    0 2636  5  5 91  0
 4  0 1262668 234480 112160 1014416  0    0     0   240    0 2741  6  4 89  0
 2  0 1262664 234140 112328 1014452  0    0     0   920    0 4321  7  7 85  0
 0  0 1262632 234012 112328 1014452  0    0     0     8    0 2529  5  5 91  0
 2  0 1262700 235836 112328 1014396  0    0     0     0    0 2341  4  4 91  0
 7  0 1262700 234948 112332 1014396  0    0     0    80    0 4754  7  7 86  0
 5  0 1262620 235212 112348 1014816  0    0   424   168    0 7143 13 10 78  0
 1  0 1262616 234932 112576 1014824  0    0     0  1064    0 3669  6  7 87  1
 3  0 1262592 234304 112580 1014892  0    0    68   244    0 2834  5  5 90  0
 0  0 1262488 231112 112580 1014892  0    0     0     0    0 3048  9  5 86  0
 4  0 1262300 238384 112580 1014892  0    0     0     0    0 2834  7  5 88  0
 6  0 1262300 237816 112588 1014896  0    0     0   128    0 3181  6  6 87  0
 2  0 1262300 243040 112732 1014896  0    0     0  1124    0 3569  9  6 84  1
