procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1052708 202276 151088 1203284  0    0   305    56    0  700  7  6 87  0
 5  0 1052704 160196 151088 1203316  0    0     0   212    0 14584 17 13 70 0
 1  0 1052704 159256 151088 1203320  0    0     0     0    0 10734 11 10 80 0
 0  0 1052700 156732 151180 1203248  0    0     0  2156    0 9326 10  9 81  1
 0  0 1052700 156044 151180 1203320  0    0     0     0    0 12953 12 12 76 0
 1  0 1052700 156236 151180 1203320  0    0     0     0    0 5394  8  6 87  0
 1  0 1052696 156312 151180 1203320  0    0     0    76    0 13193 12 12 76 0
10  0 1052696 156112 151180 1203320  0    0     0     0    0 2026  5  4 91  0
 4  0 1052696 155564 151416 1203132  0    0     0  3292    1 16355 15 14 69 2
 0  0 1052696 155564 151552 1203320  0    0     0  1344    0 2820  3  3 93  1
 1  0 1052248 153640 151552 1205832  0    0  2532     0    0 10873 12 11 77 0
 0  0 1052248 153528 151552 1205856  0    0     0     0    0 1377  3  3 95  0
