procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1116120 386472 124784 1018112  0    0   343    54    0  676  7  6 87  0
 7  1 1115548 306584 124812 1018648  0    0   524   312    0 19340 16 16 68 0
 0  0 1115548 306276 124816 1018692  0    0     0     0    0 4401  7  7 86  0
 1  0 1115548 304920 124816 1018688  0    0     0     0    0 2275  5  4 91  0
 0  0 1115548 306604 124852 1018660  0    0    80  1084    0 3204  6  5 88  1
 2  0 1115520 306016 124852 1018768  0    0     0   256    0 4764  9  6 85  0
 0  0 1115520 304160 124856 1018764  0    0     0   160    0 2836  8  5 88  0
 1  0 1115520 302920 124856 1018768  0    0     0     0    0 2840  6  5 89  0
 0  0 1115520 302484 124856 1018768  0    0     0     0    0 3213  7  5 89  0
 2  0 1115520 301804 124980 1018740  0    0     0   980    0 3302  5  5 88  1
 0  0 1115516 301748 124980 1018768  0    0     0   128    0 7469 13  9 78  0
 1  0 1115512 301424 124980 1018772  0    0     0     0    0 2924  7  5 88  0
 0  0 1115508 300656 124980 1018772  0    0     0     0    0 3332  6  6 89  0
 1  0 1115508 292256 124980 1018776  0    0     0     0    0 3133  8  6 86  0
 2  1 1115504 292560 125148 1018780  0    0     0  1284    0 3915  8  5 85  1
 1  0 1115504 292108 125156 1018772  0    0     0    56    0 5063 10  8 82  0
 1  0 1115504 292180 125156 1018780  0    0     0     8    0 2528  5  4 90  0
 0  0 1115500 291988 125160 1018784  0    0     4     0    0 2449  5  4 91  0
