procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1028876 168952 85892 1171368   0    0   279    53    0  682  7  6 87  0
 2  0 1029076 133784 85900 1171236   0    0     0   160    0 13723 18 17 66 0
 2  0 1029076 133536 85908 1171240   0    0     0    28    0 12053 18 15 67 0
 3  0 1029076 131632 85908 1171240   0    0     0   156    0 12053 16 16 68 0
 2  0 1029212 132672 85908 1171116   0    0     0     0    0 10884 16 15 69 0
 2  0 1029212 132984 85908 1171116   0    0     0     0    0 7931 12 12 76  0
 1  0 1029212 131580 85908 1171112   0    0     0     0    0 11011 16 14 70 0
 1  0 1029212 130984 85916 1171112   0    0     0    84    0 9530 16 13 72  0
 2  0 1029212 130452 85916 1171112   0    0     0    76    0 11498 16 15 69 0
 2  0 1029212 151424 85916 1171116   0    0     0     0    0 7550 14 12 74  0
 0  0 1029208 151188 85916 1171120   0    0     0     0    0 11364 16 15 69 0
 1  0 1029188 151568 85916 1171120   0    0     0     0    0 6372 12  9 79  0
