procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 982336 300300  82476 1127272   0    0   250    49    0  693  7  6 87  0
 1  0 982324 267404  82492 1127260   0    0    76   260    0 12802 15 14 71 0
 1  0 982324 267212  82492 1127276   0    0     0   428    0 4241  6  7 87  0
 1  0 982324 265756  82492 1127276   0    0     0     0    0 2988  9  7 84  0
 1  0 982324 267136  82500 1127276   0    0     0   112    0 2787  9  5 86  0
 7  0 982324 268024  82500 1127276   0    0     0     0    0 2827  8  6 86  0
 2  0 982308 267288  82508 1127280   0    0     0   100    0 5679 11  8 81  0
 0  0 982308 267044  82508 1127280   0    0     0     0    0 2909  7  6 87  0
 0  0 982308 266216  82512 1127288   0    0     0   248    0 3137  9  6 85  0
 5  0 982308 265752  82512 1127288   0    0     0     0    0 2838  8  5 87  0
 9  0 982308 264856  82512 1127288   0    0     0     0    0 3638 12  7 80  0
 1  0 982308 264108  82516 1127288   0    0     0   224    0 2868  9  6 85  0
 7  0 982308 263272  82516 1127288   0    0     0     0    0 4815  7  6 87  0
 0  0 982308 262668  82516 1127288   0    0     0   212    0 3827  8  7 85  0
 3  0 982308 262048  82516 1127288   0    0     0     0    0 2590  8  5 86  0
 1  0 982300 293612  82516 1127288   0    0     0     0    0 3171  8  7 85  0
 0  0 982300 301644  82524 1127248   0    0     0   208    0 1628  3  4 93  0
 0  0 982300 301644  82524 1127248   0    0     0     0    0 1003  2  2 96  0
