procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1079656 321152 140032 1050232  0    0   328    55    0  683  7  6 87  0
17  0 1079656 289252 140112 1050220  0    0     0   976    0 18193 16 16 68 0
 6  0 1079656 289332 140112 1050272  0    0     0     0    0 2557  4  3 92  0
 0  0 1079652 287984 140112 1050272  0    0     0    84    0 6375  9  7 84  0
 2  0 1079652 287844 140112 1050272  0    0     0     0    0 11740 11 8 81  0
11  0 1079652 287224 140112 1050276  0    0     0     0    0 4570  5  4 90  0
 7  0 1079652 286740 140120 1050276  0    0     0    80    0 8767 10  8 82  0
 8  0 1079652 286672 140132 1050276  0    0     0  1268    0 12933 9 10 81  1
 9  0 1079652 286172 140132 1050276  0    0     0    72    0 3200  4  3 93  0
 1  0 1079652 286424 140132 1050276  0    0     0     0    0 7294 10  8 82  0
 2  0 1079652 285756 140132 1050276  0    0     0     0    0 11317 10 7 82  0
 1  0 1079584 278096 140132 1050276  0    0     0    56    0 4910 12  5 83  0
 3  0 1079568 277548 140132 1050628  0    0   352     0    0 7704 10  8 82  0
 1  0 1079564 277260 140136 1050732  0    0   108  1108    0 13614 11 9 79  1
 2  0 1079564 276952 140136 1050732  0    0     0    44    0 3531  4  3 93  0
