procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 1199436 250176 69244 1082572   0    0   369    53    0  658  6  6 87  0
 3  0 1199420 221024 69260 1082984   0    0   372   244    0 13818 21 12 66 0
 0  0 1199412 220296 69260 1082984   0    0     0     0    0 11985 11 11 78 0
 1  0 1199412 219892 69260 1082984   0    0     0     0    0 5170  8  6 86  0
 1  0 1199408 219660 69260 1082984   0    0     0     0    0 13840 13 12 75 0
 2  0 1199408 218536 69564 1082884   0    0     0  1648    0 4175  7  6 86  1
 2  0 1199400 217672 70052 1082984   0    0     0  2360    1 11494 10 12 77 1
 1  0 1199396 221564 70060 1082984   0    0     0    96    0 1893  9  4 87  0
 1  0 1199396 220880 70060 1082984   0    0     0     0    0 13295 15 13 72 0
 2  0 1199316 219980 70076 1083164   0    0   180   140    0 5208  7  7 85  0
 1  0 1199316 218812 70588 1083120   0    0     0  2504    0 13309 14 13 72 1
 0  0 1199312 218620 70828 1083164   0    0     0  1248    0 6809  8  9 83  1
