procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1047784 193656 154832 1206772  0    0   300    56    0  703  7  6 87  0
 3  0 1047780 142768 154840 1207260  0    0     0   752    0 12838 20 14 66 0
 2  0 1047780 145968 154876 1207252  0    0     0  1040    0 5666  6  6 88  0
 3  0 1047780 145180 154892 1207712  0    0     0  1188    0 11461 17 12 71 0
 1  0 1047780 144884 154892 1207712  0    0     0     0    0 1898  5  4 91  0
 0  0 1047780 144720 154892 1206484  0    0     0   560    0 12533 16 11 73 0
 5  0 1047776 143664 154892 1206492  0    0     0     0    0 7259 12  9 79  0
 0  0 1047776 143328 154916 1206492  0    0     0  1612    0 4932  6  7 86  1
 2  0 1047776 142784 154916 1206792  0    0     0   668    0 12140 17 14 69 0
 2  0 1047776 142228 154916 1206816  0    0     0     0    0 2424  6  4 90  0
 0  0 1047776 141432 154916 1207244  0    0     0   552    0 9585 13 10 78  0
 3  0 1047776 139872 154916 1207720  0    0     0  1136    0 5631 12  7 81  0
 0  0 1047776 162448 154948 1207668  0    0     0  1272    0 6881  9  8 82  1
 1  0 1047776 161748 154948 1206500  0    0     0   608    0 9825 15 11 74  0
 2  0 1047772 162192 154948 1206456  0    0     0     0    0 1732  4  3 93  0
 0  0 1047772 161944 154948 1206448  0    0     0   524    0 12944 16 12 72 0
 3  0 1047772 161540 154948 1206456  0    0     0     0    0 4405 10  6 85  0
