procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1116072 386452 124072 1017908  0    0   344    54    0  675  7  6 87  0
 3  0 1116068 344644 124084 1018228  0    0     0   772    0 11470 17 11 73 0
 0  0 1116068 336696 124136 1018268  0    0     0   896    0 8362 11 11 78  0
 2  0 1116068 336248 124140 1018568  0    0     0   552    0 8690 13 10 77  0
 1  0 1116064 335816 124140 1018724  0    0     0     0    0 2020  4  3 93  0
 0  0 1116052 334636 124148 1019164  0    0     0  1136    0 11022 13 11 76 0
 4  0 1116048 328176 124148 1019164  0    0     0     0    0 6383 12  8 80  0
 0  0 1116048 328252 124348 1017952  0    0     0  1740    0 4895  8  6 84  1
 6  0 1116048 327280 124368 1017960  0    0     0   604    0 11015 18 12 70 0
 1  0 1116048 327572 124368 1017952  0    0     0     0    0 3069  6  5 89  0
 2  0 1116048 325944 124376 1018284  0    0     0   596    0 8879 14 11 75  0
 6  0 1116048 325320 124380 1018732  0    0     0   552    0 5555 10  6 84  0
 1  0 1116176 325656 124612 1018612  0    0     0  1284    0 7343  9 10 80  1
 2  0 1116172 324524 124620 1019060  0    0     0  1248    0 8622 15 11 74  0
 5  0 1116172 323788 124620 1019068  0    0     0     0    0 1656  4  3 92  0
 0  0 1116172 322424 124628 1017840  0    0     0   552    0 10672 15 11 74 0
 5  0 1116172 322872 124628 1017840  0    0     0     0    0 6146 11  8 81  0
