procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1210312 250384 74320 1064248   0    0   367    53    0  660  7  6 87  0
 2  0 1210208 196576 74336 1063608   0    0     0   356    0 15464 18 16 66 0
 0  0 1210208 196628 74336 1063612   0    0     0     0    0 4699  6  7 87  0
 1  0 1210232 204916 74336 1063696   0    0   128     0    0 3949 11  6 84  0
 1  0 1210204 208776 74560 1063756   0    0    60   912    0 3892  8  6 85  1
 0  0 1210252 211532 74584 1063844   0    0   100   560    0 3263  8  5 86  0
 0  0 1210252 211120 74592 1063840   0    0     0   168    0 3939  8  6 87  0
 0  0 1210252 211180 74592 1063844   0    0     0     0    0 2918  6  5 89  0
 8  0 1210240 204200 74600 1063844   0    0     0    60    0 4002 12  7 81  0
 5  0 1210236 203400 74824 1063844   0    0     0   952    0 3041  4  5 89  1
 3  0 1210236 205164 74824 1063844   0    0     0     0    0 3721  8  6 86  0
 1  0 1210164 202664 74824 1064008   0    0   164     0    0 6898 13  7 80  0
 2  0 1210164 204648 74824 1064012   0    0     0    92    0 2320  4  4 92  0
 6  0 1210160 201808 74832 1063968   0    0     0    96    1 4181 11  7 82  0
 7  0 1210156 201472 75120 1063940   0    0     0  1196    0 3870  6  6 87  1
 0  0 1210156 200900 75120 1064016   0    0     0     0    0 2482  5  4 91  0
 0  0 1210148 200328 75128 1064016   0    0     0    80    0 4349  8  7 85  0
 5  0 1210148 199916 75128 1064016   0    0     0     0    0 2589  6  4 90  0
