procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1226304 266768 96352 1045324   0    0   359    54    0  665  7  6 87  0
 6  0 1225792 225868 96444 1045456   0    0     0  1028    0 12504 15 13 71 0
 0  0 1225788 225964 96444 1045376   0    0     0    72    0 9793 11 10 80  0
 0  0 1225788 225000 96444 1045376   0    0     0     0    0 7028  9  7 84  0
 0  0 1225788 224528 96444 1045376   0    0     0    16    0 12438 14 11 76 0
 3  0 1225788 224048 96444 1045376   0    0     0     0    0 7251 10  8 83  0
 2  1 1225788 222988 96948 1045484   0    0     0  4072    1 16452 14 15 68 3
 3  0 1225788 222680 96980 1045376   0    0     0   920    0 3720  6  4 89  0
 0  0 1225788 222448 96980 1045376   0    0     0     0    0 15255 15 12 73 0
 0  0 1225788 224556 96980 1045112   0    0     0     0    0 1886  4  2 94  0
 3  0 1225788 224236 96980 1045112   0    0     0     0    0 13891 16 14 70 0
 1  0 1225788 223688 97324 1045108   0    0     0  2252    0 4716  6  6 86  1
