procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1226556 242620 95932 1045284   0    0   360    54    0  664  7  6 87  0
 3  0 1226332 236520 96044 1045400   0    0     8   628    0 19767 18 16 66 0
 1  0 1226332 236276 96044 1045332   0    0     0     0    0 3827  5  4 92  0
 0  0 1226320 235124 96048 1045364   0    0    32    96    0 7544 12  8 80  0
 2  0 1226320 235052 96048 1045368   0    0     0    76    0 13604 10 8 81  0
 1  0 1226316 235016 96048 1045368   0    0     0     0    0 3959  5  5 90  0
 1  0 1226316 234948 96048 1045368   0    0     0     0    0 8306 10  7 83  0
 3  0 1226316 234268 96260 1045304   0    0     0  1316    0 12650 11 9 79  1
 1  0 1226316 234020 96260 1045368   0    0     0     0    0 3597  5  4 91  0
 0  0 1226316 233912 96260 1045368   0    0     0    80    0 7447 10  7 83  0
 2  0 1226312 233496 96260 1045368   0    0     0     0    0 11152 10 9 80  0
 0  0 1226312 233152 96260 1045368   0    0     0     0    0 3753  4  3 92  0
 0  0 1226312 233772 96260 1045368   0    0     0     0    0 6670  9  7 83  0
 6  0 1226304 232872 96332 1045348   0    0     0  1116    0 14228 10 12 77 1
 3  0 1226304 222996 96332 1045368   0    0     0     0    0 3881  9  6 85  0
