procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1093804 302168 134516 1068552  0    0   336    55    0  680  7  6 87  0
 1  0 1093804 278636 134520 1068408  0    0     0   160    0 14523 15 12 73 0
 1  0 1093804 278020 134520 1068412  0    0     0     0    0 7981  8  8 84  0
 0  0 1093804 277124 134524 1068412  0    0     0   152    0 8745 11 10 79  0
 0  0 1093804 276824 134524 1068412  0    0     0     0    0 11258 12 10 79 0
 0  1 1093804 276732 134524 1068412  0    0     0  1684    0 4951  8  8 83  1
 1  0 1093804 276460 134736 1068412  0    0     0  1960    0 10234 9  9 82  1
15  0 1093804 275856 134744 1068416  0    0     0    64    0 1943  5  3 91  0
 0  0 1093804 275376 134744 1068416  0    0     0    68    0 11686 11 12 77 0
 0  0 1093804 275392 134744 1068416  0    0     0     0    0 1209  2  3 95  0
 1  0 1093804 275144 134952 1068264  0    0     0  3344    0 15052 15 14 68 2
 0  0 1093804 274772 134952 1068416  0    0     0     0    0 3156  4  4 91  0
