procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1093792 304536 135548 1068208  0    0   335    55    0  680  7  6 87  0
 4  0 1093792 262700 135588 1068644  0    0     0  1164    0 13080 17 12 71 0
 0  0 1093784 240444 135588 1068456  0    0     0     0    0 6407  8  8 84  0
 6  0 1093784 239224 135596 1068756  0    0     0  1136    0 7992 13 11 76  0
 5  0 1093784 239344 135604 1068912  0    0     0   160    0 2001  5  3 91  0
 1  0 1093784 220576 135612 1067304  0    0     0   604    0 11051 16 12 71 0
 6  0 1093788 221024 135612 1067188  0    0     0   308    0 5043  9  6 85  0
 0  0 1093788 220512 135716 1067188  0    0     0  1436    0 6248  8  8 84  0
 0  0 1093788 225720 135720 1067504  0    0     0   552    0 11229 15 12 73 0
 5  0 1093788 226436 135720 1067504  0    0     0   116    0 1727  5  4 91  0
 1  0 1093788 225140 135724 1067960  0    0     0   560    0 7538 13 11 76  0
 8  1 1093808 243096 135768 1068280  0    0     0  1452    0 5887 10  8 82  0
 0  0 1093808 243152 135768 1068276  0    0     0   856    0 8003 10  9 81  1
 2  0 1093808 243088 135776 1067104  0    0     0   552    0 9082 14 11 75  0
 6  0 1093808 243472 135780 1067064  0    0     0    60    0 2699  6  4 89  0
 1  0 1093820 221240 135792 1066924  0    0     0   644    0 11700 16 14 70 0
 4  1 1093836 220820 135876 1066736  0    0     0   564    0 5386 10  5 84  0
