procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1034236 249996 75284 1126812   0    0   265    51    0  689  7  6 87  0
 6  0 1032848 183288 75312 1127008   0    0    24   348    0 14240 16 15 69 0
 0  0 1032848 183040 75312 1127008   0    0     0     0    0 5376  8  7 85  0
 3  0 1032848 182016 75312 1127008   0    0     0     0    0 2866  7  6 87  0
 3  0 1032848 183532 75320 1127000   0    0     0   552    0 2908  8  6 86  0
 1  0 1032848 182732 75320 1127004   0    0     0     0    0 3252  9  8 83  0
 0  0 1032848 182716 75320 1127008   0    0     0     0    0 5184 10  7 83  0
 8  0 1032848 182712 75320 1127012   0    0     0     0    0 2704  8  6 86  0
 0  0 1032832 192004 75328 1127012   0    0     0    96    0 3976 11  7 82  0
 1  0 1032828 183492 75328 1127012   0    0     0   184    0 3029 11  7 82  0
 1  0 1032828 183260 75336 1127012   0    0     0   120    0 3187 10  7 83  0
 8  0 1032828 182872 75352 1127012   0    0     0   232    0 3123  8  7 85  0
 0  0 1032828 181548 75352 1127012   0    0     0     0    0 5496 11  8 81  0
 0  0 1032828 181300 75352 1127012   0    0     0     0    0 2719  6  5 89  0
 0  0 1032828 180880 75352 1127012   0    0     0   180    0 3061  9  5 86  0
 0  0 1032828 179992 75360 1127012   0    0     0    28    0 2809  8  5 87  0
 0  0 1032828 219088 75376 1126972   0    0     0   212    0 2523  6  6 88  0
 0  0 1032824 219104 75376 1126972   0    0     0     0    0 1038  2  3 95  0
