procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0 1090332 207360 86612 1134068   0    0   276    52    0  684  7  6 87  0
 1  0 1088200 196920 86628 1134176   0    0     0   236    0 12721 24 13 63 0
 0  0 1088188 196000 86684 1134252   0    0    44   564    0 12057 18 16 66 0
 1  0 1088188 196720 86684 1134268   0    0     0     0    0 7930 12 12 75  0
 2  0 1088180 195376 86692 1134276   0    0     0   436    0 12140 16 16 68 0
 3  0 1088180 195972 86692 1134280   0    0     0     0    0 7417 12 12 76  0
 2  0 1088180 194880 86692 1134280   0    0     0     0    0 11734 16 15 69 0
 2  0 1088180 194496 86692 1134280   0    0     0     0    0 7632 14 12 74  0
 9  0 1088180 193140 86692 1134280   0    0     0     0    0 11006 14 14 72 0
 8  0 1088180 192884 86700 1134280   0    0     0   248    0 7485 12 11 77  0
 3  0 1088180 192676 86700 1134284   0    0     0     0    0 11463 16 16 69 0
 3  0 1088168 191868 86700 1134284   0    0     0     0    0 5895  7  8 86  0
