procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 997428 325440  81408 1121692   0    0   252    50    0  692  7  6 87  0
 2  0 997428 285528  81424 1121728   0    0     0   188    0 12232 17 14 69 0
 1  0 997428 286256  81424 1121752   0    0     0     0    0 11095 17 14 69 0
 1  0 997428 285860  81424 1121752   0    0     0     0    0 9541 14 13 72  0
 1  0 997428 286184  81424 1121756   0    0     0   116    0 10831 15 14 72 0
 1  0 997428 285760  81424 1121756   0    0     0     0    0 7888 15 10 75  0
 0  0 997384 288568  81424 1121756   0    0     0     0    0 10709 15 14 70 0
 2  0 997384 298584  81432 1121752   0    0     0    84    0 7530 20 11 69  0
 2  0 997380 303824  81440 1121760   0    0     0    52    0 12187 17 15 68 0
 1  0 997380 303664  81440 1121764   0    0     0   124    0 11042 17 14 69 0
 0  0 997380 302068  81440 1121768   0    0     0     0    0 10934 16 15 69 0
 1  0 997380 301720  81440 1121768   0    0     0     0    0 6814 11 10 78  0
