procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 1199296 258732 70972 1083084   0    0   368    53    0  659  6  6 87  0
 7  0 1199292 230484 71116 1083060   0    0     0  1048    0 14907 15 16 69 0
 4  0 1199292 230064 71116 1083060   0    0     0     0    0 7503  9  7 85  0
 4  0 1199288 229376 71116 1083060   0    0     0     0    0 5399  7  6 87  0
 0  0 1199288 228776 71124 1083060   0    0     0   108    0 14243 14 14 72 0
 9  0 1199288 228368 71124 1083060   0    0     0     0    0 3779  7  5 88  0
 2  0 1199288 230624 71920 1083048   0    0     0  4004    1 18843 14 16 67 2
 6  0 1199284 230244 72012 1083060   0    0     0   424    0 3172  5  4 91  0
 3  0 1199280 229524 72012 1083060   0    0     0     0    0 14894 15 14 71 0
 1  0 1199280 229596 72012 1083060   0    0     0     0    0 4950  6  6 88  0
 1  0 1199280 229588 72012 1083060   0    0     0     0    0 2937  5  3 92  0
 0  0 1199280 229248 72012 1083060   0    0     0    80    0 1438  2  3 95  0
