procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1020220 324424 150068 1089228  0    0   304    56    0  699  7  6 87  0
 4  0 1020204 244808 150068 1089260  0    0     0   244    0 14021 19 14 67 0
 0  0 1020204 244308 150068 1089268  0    0     0     0    0 4395  6  7 87  0
 0  0 1020204 243492 150068 1089268  0    0     0     0    0 2729  5  5 90  0
 2  1 1020152 229496 150376 1096740  0    0  7760   116    0 4633  8  8 83  1
 2  0 1020088 233208 150764 1099968  0    0  3724  1712    1 9030 17 10 72  1
 3  1 1017384 170224 151284 1158052  0    0 66668   684    1 16934 26 22 49 3
 1  0 1036344 126032 150372 1206540  0    0 104896 1672    1 23663 20 22 54 5
 2  0 1035192 108176 150588 1211408  0    0 14236   168    0 6541  5  5 88  1
 2  0 1035112 127980 150588 1211800  0    0   392   176    0 2851  6  3 91  0
 6  0 1035092 131988 150648 1211808  0    0     4  1808    0 3647  7  7 85  1
 6  0 1035088 133164 150648 1211808  0    0     0     0    0 6877 14  9 77  0
 0  0 1035004 135688 150652 1211812  0    0     0    60    0 2521  7  5 88  0
 0  0 1034996 135460 150652 1211812  0    0     0     0    0 3000  5  5 90  0
 1  0 1034996 135248 150652 1211816  0    0     0     0    0 2509  6  4 90  0
 1  0 1034996 125268 150688 1211832  0    0     0  1568    0 5902 15  9 75  1
 2  0 1029688 107772 150688 1224488  0    0 12964     0    0 3743  7 15 78  0
 0  0 1029672 107116 150688 1224816  0    0    20     0    1 4906  3 12 85  0
