procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1066040 225476 85572 1111680   0    0   275    52    0  684  7  6 87  0
 6  0 1066000 184108 85580 1111732   0    0     0   212    0 13292 17 15 68 0
 3  0 1066000 182704 85580 1111740   0    0     0     0    0 10988 17 15 68 0
 6  0 1066000 181440 85580 1111748   0    0     0   184    0 10851 18 13 69 0
 6  0 1066000 180952 85580 1111752   0    0     0     0    0 10787 17 14 69 0
 4  0 1066000 180712 85580 1111744   0    0     0     0    0 8387 13 11 76  0
 4  0 1066000 180692 85588 1111744   0    0     0    68    0 11333 15 15 69 0
 5  0 1066000 180544 85588 1111752   0    0     0     0    0 9143 15 13 72  0
 6  0 1065984 195412 85596 1111752   0    0     0   100    0 12334 18 17 66 0
 4  0 1065984 195040 85596 1111760   0    0     0   192    0 7566 14 11 75  0
 9  0 1065984 184172 85596 1111828   0    0    64     0    0 11325 18 16 66 0
 2  0 1065980 187896 85604 1111828   0    0     0    96    0 7294 13 12 75  0
