procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 982084 293332  82716 1127240   0    0   249    49    0  693  7  6 87  0
 5  0 982080 251996  82728 1127324   0    0     0   372    0 9939 18 15 68  0
 1  0 982080 251016  82728 1127324   0    0     0     0    0 4020  6  6 88  0
 4  0 982080 249880  82736 1127320   0    0     0   428    0 5032 14  9 77  0
 0  0 982080 249488  82736 1127372   0    0     0     0    0 2464  4  6 90  0
 1  0 982076 248432  82744 1127344   0    0     0   140    0 5501 13  9 78  0
 4  0 982076 248080  82744 1127348   0    0     0     0    0 2077  6  5 89  0
 2  0 982076 246436  82752 1127388   0    0     0    84    0 4635  8  8 84  0
 1  0 982052 240600  82792 1127588   0    0     4   548    0 7147 15 12 73  0
 1  0 982052 240652  82792 1127644   0    0     0   284    0  980  2  2 97  0
 0  0 982052 239404  82800 1127684   0    0     0   128    0 6005 14 11 74  0
 1  0 982052 238720  82824 1127616   0    0     0   296    0 3568 10  7 83  0
 2  0 982052 252584  82824 1127652   0    0     0     0    0 3326  7  5 88  0
 1  0 981984 259840  82832 1127748   0    0   128   184    0 7382 15 12 73  0
 6  0 981984 252708  82832 1127728   0    0     0   480    0 3094 13  6 81  0
 0  0 981984 251088  82840 1127752   0    0     0   204    0 5389  9  8 83  0
 4  0 981984 250904  82840 1127788   0    0     0     0    0 3113  9  6 85  0
