procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1053984 269000 74216 1109804   0    0   267    51    0  688  7  6 87  0
 3  0 1053980 234928 74224 1109892   0    0     0   204    0 11033 15 14 71 0
 3  0 1053976 234760 74232 1109896   0    0     0    28    0 2741  5  4 91  0
 2  0 1053964 233684 74232 1109896   0    0     0     0    0 4011  8  7 86  0
 1  0 1053964 232660 74232 1109892   0    0     0     0    0 6098 10  8 81  0
 3  0 1053960 232524 74232 1109892   0    0     0   124    0 1885  4  4 92  0
 1  0 1053960 231856 74248 1109872   0    0     0   244    0 3360  8  6 86  0
 4  0 1053960 229124 74256 1109836   0    0     0    24    0 4722 10  9 81  0
 8  0 1053960 228940 74256 1109868   0    0     0     0    0 2207  4  3 94  0
 0  0 1053960 228692 74256 1109872   0    0     0     0    0 3184  8  6 86  0
14  0 1053960 228336 74256 1109872   0    0     0   332    0 4826 10  9 81  0
 5  0 1035452 234236 74264 1109832   0    0     0    20    0 2835  4  5 91  0
 0  0 1035508 246868 74264 1109788   0    0     0     0    0 3788  8  7 84  0
 1  0 1035508 246204 74264 1109788   0    0     0    12    0 5731 13  8 79  0
 1  0 1035508 245892 74264 1109792   0    0     0     0    0 1468  3  3 94  0
