procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0 1034964 257340 74720 1112044   0    0   265    51    0  689  7  6 87  0
 1  0 1034964 221944 74728 1112128   0    0     0   168    0 11174 17 14 69 0
 3  0 1034964 221964 74728 1112144   0    0     0   240    0 2048  4  3 93  0
 0  0 1034964 221716 74728 1112144   0    0     0     0    0 3193  7  6 87  0
 1  0 1034964 221528 74728 1112148   0    0     0     0    0 4177  9  7 84  0
 2  0 1034964 221156 74728 1112148   0    0     0     0    0 2127  3  3 95  0
 0  0 1034964 220908 74744 1112116   0    0     0   288    0 3690  8  6 85  0
 4  0 1035028 233224 74744 1112056   0    0     0   224    0 5272 11  8 81  0
 6  0 1035028 232748 74744 1112060   0    0     0     0    0 2730  4  4 92  0
 0  0 1035028 232748 74744 1112020   0    0     0     0    0 3505  8  6 86  0
 0  0 1035028 232128 74744 1112044   0    0     0     0    0 4187  9  8 84  0
 2  0 1035028 232096 74752 1112044   0    0     0    36    0 2069  3  4 93  0
 0  0 1035028 232004 74752 1112048   0    0     0   236    0 3448  8  6 86  0
 3  0 1035028 231816 74752 1112072   0    0     0     0    0 5197 10  8 82  0
 6  0 1035024 230888 74776 1112088   0    0     0   300    0 2969  5  4 91  0
