procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  1 1047832 189540 77236 1142384   0    0   270    52    0  687  7  6 87  0
 1  0 1064160 207548 72400 1093216   0    0 39416   480    1 16209 19 21 59 1
 6  0 1063928 232264 72432 1093188   0    0    88  1168    0 5616 16  6 78  0
 2  0 1063724 231520 72516 1093200   0    0     4   664    0 6580 19 10 71  0
 7  0 1063720 229304 72516 1093200   0    0     0     0    0 5303 17  9 75  0
12  0 1063676 217276 72516 1093668   0    0   464     0    0 5938 16  9 76  0
 0  0 1063644 218964 72564 1093676   0    0     8   424    0 6147 12 10 78  0
 2  0 1063640 220904 72564 1093696   0    0     0   332    0 2361  7  5 89  0
 2  0 1063604 230328 72572 1093828   0    0   128   180    0 4063 10  8 83  0
 6  0 1063604 229688 72572 1093828   0    0     0     0    0 3029  8  6 85  0
 0  0 1063548 228608 72572 1093832   0    0     0     0    0 3439  8  6 86  0
 3  0 1063548 227308 72588 1093832   0    0     0   252    0 3460 10  6 84  0
 1  0 1063548 227488 72588 1093832   0    0     0   268    0 2761  7  7 86  0
 0  0 1063548 224336 72588 1093832   0    0     0     0    0 6264 10  9 81  0
 6  0 1063552 196672 73004 1102924   0    0   552     0    1 4167  7  9 84  0
 2  0 1064188 191808 73004 1102132   0    0     0     0    0 4213 16  5 79  0
 1  0 1070696 200312 73000 1094416   0    0     0     0    0 3500 16  6 79  0
 5  0 1070684 196512 73040 1094192   0    0    28  9348    0 3605 16  4 80  0
