procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 999672 337644  80416 1120356   0    0   254    50    0  692  7  6 87  0
 4  0 999660 299092  80424 1120372   0    0     0   156    0 11740 17 14 69 0
 0  0 999652 299456  80424 1120412   0    0     0     0    0 12722 17 17 66 0
 0  0 999640 299224  80424 1120416   0    0     0   168    0 12260 18 16 66 0
 0  0 999640 298824  80424 1120412   0    0     0     0    0 10628 16 13 70 0
 0  0 999640 298496  80424 1120416   0    0     0     0    0 8857 13 13 74  0
 0  0 999640 297504  80424 1120416   0    0     0     0    0 11768 17 16 68 0
 3  0 999616 297748  80432 1120424   0    0     0    64    0 7485 13 12 76  0
 1  0 999616 297416  80432 1120424   0    0     0     0    0 10886 15 15 70 0
 3  0 999612 297280  80432 1120424   0    0     0   128    0 7103 13 11 76  0
 2  0 999612 296668  80432 1120428   0    0     0     0    0 11019 16 15 69 0
 0  0 999576 296564  80448 1120424   0    0     0   160    0 6100 11  9 80  0
