procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1035024 270796 74800 1111956   0    0   265    51    0  689  7  6 87  0
 5  0 1035016 229428 74808 1111992   0    0     0   208    0 11671 16 15 69 0
 5  0 1035016 245008 74816 1112112   0    0   100    88    0 11195 22 13 65 0
 5  0 1035016 244552 74816 1112116   0    0     0     0    0 8863 15 12 72  0
 2  0 1035016 244768 74816 1112116   0    0     0     0    0 9868 15 13 72  0
 6  0 1035016 244636 74816 1112116   0    0     0   160    0 6602 12 11 78  0
 4  0 1035016 244048 74816 1112116   0    0     0     0    0 11157 17 15 69 0
 2  0 1035016 243888 74816 1112116   0    0     0     0    0 7981 14 11 75  0
 2  0 1035004 246048 74840 1111840   0    0     0   188    0 10483 14 14 72 0
10  0 1034948 245768 74840 1111904   0    0   104     0    0 3609  8  7 85  0
 3  0 1034616 240156 74840 1113004   0    0  1032   232    1 11234 17 16 67 0
 0  0 1034616 240564 74840 1113004   0    0     0     0    0 6824 10 10 80  0
