procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1070024 297340 73836 1108956   0    0   268    51    0  688  7  6 87  0
 7  0 1070020 256992 73844 1108988   0    0     0   160    0 11855 16 16 68 0
 6  0 1070020 257480 73844 1109016   0    0     0     0    0 10829 17 14 69 0
 5  0 1070020 257156 73860 1109016   0    0     0   236    0 10223 16 14 69 0
 2  0 1070020 257212 73868 1109020   0    0     0    28    0 11254 16 15 68 0
 4  0 1070020 256984 73868 1109020   0    0     0     0    0 7789 13 11 75  0
 4  0 1070020 256076 73868 1109016   0    0     0   148    0 11060 15 15 70 0
 8  0 1070020 256288 73868 1109016   0    0     0     0    0 7273 14 11 75  0
 5  0 1070020 256204 73876 1109012   0    0     0    84    0 11091 15 14 71 0
12  0 1070020 256236 73876 1109016   0    0     0    16    0 6783 12 11 77  0
 3  0 1070020 255928 73876 1109024   0    0     0     0    0 11695 16 14 70 0
 1  0 1070020 255468 73876 1109024   0    0     0   140    0 7641 11 11 78  0
