procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1260892 333164 114840 1015664  0    0   350    54    0  671  7  6 87  0
 2  0 1260884 291200 114852 1015704  0    0     0   760    0 14926 16 14 70 0
 0  0 1260884 291216 114852 1015704  0    0     0     0    0 9872 11  9 81  0
 0  0 1260884 293472 114856 1015704  0    0     0    96    0 6621 13  7 79  0
 0  0 1260884 293060 114856 1015704  0    0     0     0    0 10579 10 9 80  0
 1  0 1260880 294252 114864 1015704  0    0     0   108    0 4455  9  7 84  0
 3  1 1260788 284504 115368 1015596  0    0     0  4072    1 15559 16 15 67 2
 8  0 1260784 286884 115436 1015700  0    0     0   488    0 4077  8  7 86  0
 2  0 1260784 285520 115436 1015704  0    0     0     0    0 10499 10 9 81  0
 0  0 1260784 285396 115436 1015704  0    0     0     0    0 1198  1  1 98  0
 0  0 1260784 285396 115436 1015704  0    0     0     4    0 2573  4  3 93  0
 1  0 1260780 284892 115864 1015704  0    0     0  2160    0 2921  3  4 91  1
