procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1070108 274816 75324 1105496   0    0   273    52    0  684  7  6 87  0
 2  0 1070044 254544 75332 1105544   0    0     0   212    0 12981 19 14 67 0
 3  0 1070044 254644 75332 1106432   0    0     0   220    0 10824 16 15 70 0
 4  0 1070044 254132 75332 1106432   0    0     0     0    0 8816 14 12 75  0
 3  0 1070032 254008 75332 1106432   0    0     0     0    0 10877 15 14 70 0
 2  0 1070032 252888 75332 1106432   0    0     0     0    0 7582 13 12 75  0
 3  0 1070016 244404 75348 1106432   0    0     0   144    0 12199 21 15 64 0
10  0 1070016 243724 75348 1106432   0    0     0   176    0 8154 13 12 75  0
 1  0 1063876 247524 75356 1106416   0    0     0   144    0 12252 17 16 67 0
 0  0 1063876 247276 75356 1106416   0    0     0     0    0 5737 10 10 80  0
 3  0 1063860 247148 75356 1106420   0    0     0     0    0 10800 17 16 68 0
 6  0 1063860 247148 75356 1106420   0    0     0     0    0 7068 11 11 78  0
