procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 158080  56424   6616 656172    2   15   774    80    0  583  6  4 90  1
 1  0 158080  41652   6616 656184    0    0     0     0    0 4880 16  7 77  0
 4  0 158080  41596   6628 656200    0    0     4    88    0 13317 24 6 70  0
 3  0 158080  41668   6628 656200    0    0     0     0    0 10112 19 7 74  0
 1  0 158080  41604   6632 656412    0    0   212     0    0 12745 26 7 67  0
 4  0 158080  41860   6632 656412    0    0     0   108    0 9025 17  6 76  0
 3  0 158080  42260   6632 656412    0    0     0     0    0 12331 23 8 69  0
 0  0 158072  40824   6656 656408    4    0     4   204    0 10999 24 9 67  0
 3  0 158072  40776   6656 656416    0    0     0     0    1 12759 22 8 70  0
 1  0 158072  40728   6656 656416    0    0     0     0    0 8379 16  5 79  0
 2  0 158072  40800   6656 656424    0    0     0   292    0 12322 21 8 72  0
 0  0 158072  40520   6656 656420    0    0     0     0    0 10204 19 6 74  0
