procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0 1198320 273172 86172 1052112   0    0   363    54    0  662  7  6 87  0
 3  0 1198284 237920 86340 1052764   0    0   864  1140    0 22218 18 16 65 1
 2  0 1198284 237564 86340 1052764   0    0     0     0    0 4822  4  4 92  0
 1  0 1198284 237104 86340 1052764   0    0     0     0    0 7571 11  8 81  0
10  0 1198220 237236 86340 1052764   0    0     0     0    0 11545 8  8 85  0
 7  0 1198188 236864 86340 1052764   0    0     0     0    0 6412  6  6 88  0
 0  0 1198188 236160 86348 1052764   0    0     0   136    0 7923 11  9 80  0
 0  0 1198164 229496 86596 1052764   0    0     0  1324    0 13280 18 8 73  1
 2  0 1198164 229388 86596 1052764   0    0     0     0    0 4660  3  5 92  0
 0  0 1198160 229400 86596 1052764   0    0     0     0    0 8860 12  9 79  0
 3  0 1198144 226584 86604 1052764   0    0     0   104    0 8879 11  6 83  0
 2  1 1198144 225584 86612 1052756   0    0     0   136    0 8012  6  6 88  0
 2  0 1198144 225212 86816 1052764   0    0     0  1224    0 8802 12 11 76  1
 2  0 1198152 239352 86816 1052716   0    0     0     0    0 11352 10 7 83  0
 2  0 1198144 239160 86816 1052716   0    0     0     0    0 4618  4  6 90  0
