procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1115448 365844 126220 1019128  0    0   341    54    0  676  7  6 87  0
 0  0 1115448 324516 126300 1019132  0    0     0   940    0 14264 15 13 71 1
 0  0 1115448 324152 126300 1019168  0    0     0    96    0 10188 10 8 81  0
 0  0 1115448 323228 126300 1019168  0    0     0     0    0 6298 10  8 83  0
 0  0 1115448 322980 126300 1019168  0    0     0     0    0 11400 11 10 79 0
 5  0 1115444 322896 126300 1019168  0    0     0     0    0 4251  6  4 90  0
 4  0 1115444 322300 126644 1018824  0    0     0  4016    0 16451 14 15 69 2
 2  0 1115444 319172 126688 1019128  0    0     0   880    0 5376  9  7 83  1
 3  0 1115444 317840 126688 1019168  0    0     0     0    0 14910 15 14 71 0
 0  0 1115444 317592 126688 1019168  0    0     0     0    0 3712  5  5 90  0
 5  0 1115444 317204 126688 1019168  0    0     0     0    0 13136 14 12 74 0
 2  1 1115444 317008 126928 1019248  0    0     0  2012    0 4333  5  5 89  1
