procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1008608 234396 76248 1132816   0    0   263    51    0  690  7  6 87  0
 0  0 1008572 190696 76272 1132916   0    0     0   896    0 13285 14 13 72 0
 1  0 1008572 190124 76272 1132828   0    0     0     0    0 4452  5  6 89  0
 2  0 1008572 188616 76272 1132828   0    0     0     0    0 3389  8  5 87  0
 2  0 1008572 187632 76272 1132828   0    0     0     0    0 2762  9  6 85  0
 2  0 1008572 189112 76280 1132828   0    0     0    72    0 2851  8  5 87  0
 1  0 1008564 180864 76280 1132828   0    0     0   192    0 4991 15  9 76  0
 2  0 1008564 181876 76280 1132828   0    0     0     0    0 4161  9  6 85  0
 0  0 1008560 181560 76288 1132840   0    0     0   144    0 3126 10  7 83  0
 0  0 1008560 181260 76288 1132840   0    0     0     0    0 2891  8  6 85  0
 0  0 1008560 180528 76288 1132840   0    0     0     0    0 2785  8  5 87  0
 3  0 1008560 180900 76296 1132840   0    0     0   332    0 2575  6  5 89  0
12  0 1008560 179916 76296 1132840   0    0     0     0    0 3158  8  7 85  0
 0  0 1008556 178040 76296 1132840   0    0     0     0    0 5630  8  8 84  0
 0  0 1008556 176696 76296 1132840   0    0     0     0    0 3055  8  7 85  0
 0  0 1008556 175928 76296 1132840   0    0     0     0    0 2979  8  6 86  0
 0  0 1008552 214676 76308 1132800   0    0     0   288    0 3501  8  8 84  0
 1  0 1008552 214732 76308 1132800   0    0     0     0    0  927  2  2 96  0
