procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1066532 174908 155892 1201876  0    0   299    56    0  705  7  6 87  0
 6  0 1066348 156688 155900 1200828  0    0     0   828    0 12642 19 14 67 0
 1  0 1066348 154488 155900 1200688  0    0     0     0    0 6681  8  8 85  0
 8  0 1066348 154440 155904 1200684  0    0     4   524    0 7214 14  8 78  0
 3  0 1066348 152456 155904 1200704  0    0     0   220    0 2004  8  4 88  0
 1  0 1066348 151084 155964 1200976  0    0     0  1516    0 11970 17 14 69 1
13  0 1066348 150108 155964 1201116  0    0     0     0    0 3971 10  5 85  0
 0  0 1066348 149048 155976 1201572  0    0     0   552    0 6873 10  8 82  0
 1  0 1066340 153336 155992 1201968  0    0     0  1232    0 9912 16 12 73  0
 2  0 1066340 153696 155992 1202116  0    0     0   112    0 4122  8  5 87  0
 1  0 1066340 146640 156060 1200920  0    0     0  2012    0 9710 18 10 71  1
10  0 1066340 146928 156068 1200800  0    0     0    32    0 2231  7  5 88  0
 1  0 1066336 146228 156068 1200808  0    0     0   496    0 13523 16 14 71 0
 7  0 1066336 145340 156068 1200808  0    0     0     0    0 5883 11  7 82  0
 1  0 1066336 145572 156080 1201128  0    0     0   696    0 2358  4  4 92  0
 2  0 1066320 144704 156168 1201572  0    0     0  1712    0 12109 16 14 70 1
11  0 1066320 144580 156168 1201572  0    0     0     0    0 2491  7  5 88  0
