procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1063116 279500 75804 1108588   0    0   272    52    0  685  7  6 87  0
 3  0 1063116 237916 75812 1108636   0    0     0   196    0 11877 15 15 70 0
 4  0 1063036 237672 75812 1108672   0    0    24     0    0 12249 18 16 66 0
 4  0 1063036 236348 75812 1108672   0    0     0     0    0 12133 16 17 66 0
 1  0 1063036 258672 75812 1108676   0    0     0     0    0 11110 17 15 68 0
 7  0 1063036 259468 75812 1108676   0    0     0   320    0 7103 13 11 76  0
 6  0 1063036 258308 75820 1108676   0    0     0   120    0 11917 16 15 69 0
 2  0 1063036 257976 75820 1108676   0    0     0     0    0 8709 14 12 74  0
 3  0 1063036 256780 75828 1108680   0    0     0    96    0 12039 17 15 68 0
 6  0 1063036 255920 75828 1108680   0    0     0     0    0 8415 14 13 73  0
 3  0 1063036 252248 75844 1108692   0    0     0   504    0 11773 16 17 68 0
 3  0 1063036 252140 75852 1108692   0    0     0    28    0 7735 11 11 78  0
