procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 999968 354036  80380 1117436   0    0   255    50    0  692  7  6 87  0
 8  0 999904 310612  80388 1117468   0    0     0  1104    0 12665 16 15 69 0
 4  0 999884 306596  80388 1118028   0    0   528     0    0 12882 17 17 66 0
 3  0 999880 305824  80388 1118056   0    0     0     0    0 12231 17 16 67 0
 4  0 999880 305156  80388 1118044   0    0     0     0    0 8156 10  9 81  0
 0  0 999880 305840  80388 1118004   0    0     0     0    0 2627  4  4 92  0
 0  0 999880 305824  80396 1118000   0    0     0   180    0  482  1  1 99  0
 0  0 999880 305856  80396 1118004   0    0     0     0    0 2025  3  4 94  0
 1  0 999880 305616  80404 1118000   0    0     0    96    0 1069  2  1 97  0
10  0 999880 305712  80404 1118008   0    0     0     0    0 1078  3  2 95  0
 1  0 999880 305492  80404 1118008   0    0     0     0    0  807  0  1 99  0
 2  0 999880 305352  80404 1118008   0    0     0     0    0  728  1  1 98  0
