procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 158080  56068   6576 656196    2   15   780    81    0  583  6  4 90  1
 3  0 158080  42728   6584 656192    0    0     0    80    0 7386 15  9 76  0
 1  0 158080  42520   6584 656244    0    0     0     0    0 1681  3  2 95  0
 0  0 158080  42344   6584 656248    0    0     0   124    0 3315  4  2 94  0
 3  0 158080  42440   6584 656248    0    0     0     0    0 4226  8  3 88  0
 1  0 158080  42348   6600 656232    0    0     0   216    0 2085  3  2 95  0
 2  0 158080  42288   6600 656236    0    0     0     0    0 3404  5  2 93  0
 2  0 158080  42368   6600 656236    0    0     0     0    0 4120  7  4 89  0
 2  0 158080  42080   6600 656260    0    0     0   212    0 1938  3  2 95  0
 0  0 158080  42228   6600 656232    0    0     0     0    0 3281  4  2 94  0
 1  0 158080  42028   6600 656232    0    0     0     0    0 4692  9  6 85  0
 1  0 158080  42232   6608 656256    0    0     0    40    0 1720  3  1 96  0
 0  0 158080  41984   6608 656272    0    0     0     0    0 3575  4  2 93  0
 1  0 158080  41904   6608 656276    0    0     0   172    0 4658  7  5 88  0
 0  0 158080  41952   6608 656272    0    0     0     0    0 1570  3  1 96  0
